SITECODE,End year,Start year,Summer only,EVI score,Number of images
SE0410012,2011,2009,True,0.737993679215513,32
SE0540063,2011,2009,True,0.632910176636064,38
SE0540076,2011,2009,True,-0.0008768768874634952,38
IE0000106,2016,2014,True,0.7436425432257386,40
IE0000261,2016,2014,True,0.6786919292140102,37
IE0000116,2016,2014,True,0.7376398085748895,60
IE0000319,2016,2014,True,0.7675760585157154,37
IE0000471,2016,2014,True,0.7952460685017659,40
IE0000571,2019,2017,True,0.7455886372441024,40
IE0000532,2016,2014,True,0.6854377646756984,39
SE0110256,2011,2009,True,0.4658913924069654,37
IE0000638,2017,2015,True,0.7146822235455889,39
IE0000719,2019,2017,True,0.6889657498618753,43
IE0000725,2019,2017,True,0.7561619218465455,43
IE0000717,2016,2014,True,0.821805364328619,31
IE0000930,2016,2014,True,0.6898572308895922,66
IE0002112,2016,2014,True,0.8092564975509973,59
SE0410097,2011,2009,True,0.5638284926840891,21
IE0001013,2016,2014,True,0.8281531461165038,37
IE0001313,2016,2014,True,0.8079433006125532,37
SE0430179,2014,2012,True,0.7436682450951796,53
IE0001371,2016,2014,True,0.5936650672959596,40
IE0001430,2016,2014,True,0.6893161944592981,61
SE0510141,2011,2009,True,0.7308966233279275,38
IE0001899,2017,2015,True,0.4672273129575913,55
IE0002180,2016,2014,True,0.7164226409817269,37
IE0002181,2016,2014,True,0.7756606203410145,37
IE0002287,2018,2016,True,0.037710550625884603,51
SE0430176,2014,2012,True,0.6113817116071544,32
SE0510001,2011,2009,True,0.5582724220841513,25
SE0510151,2011,2009,True,0.5275698774799498,22
SE0510152,2011,2009,True,0.7006907137597912,22
SE0540084,2011,2009,True,0.21772578101017745,23
SE0540085,2011,2009,True,0.04099504920998937,38
SE0410075,2011,2009,True,0.619452755162803,24
IE0002241,2018,2016,True,0.16340017851347216,57
SE0420155,2011,2009,True,0.6885210120725392,25
SE0420232,2011,2009,True,0.5084031912836151,36
SE0310317,2011,2009,True,0.343093610259525,22
IE0000668,2017,2015,True,0.7014101582024461,54
IE0001432,2018,2016,True,0.6473870193568685,70
IE0002171,2019,2017,True,0.7305393907616047,40
SI3000017,2012,2010,True,0.6866459118992229,38
SI3000026,2012,2010,True,0.6051698892058256,38
SI3000058,2012,2010,True,0.7525233698785448,37
SI3000021,2012,2010,True,0.7083173878460758,38
SI3000034,2012,2010,True,0.6592976969005362,17
SI3000121,2012,2010,True,0.7492893629195171,38
SE0610135,2011,2009,True,0.3691297770065568,26
SI3000147,2012,2010,True,0.6175512856363624,64
SI3000148,2012,2010,True,0.665939248800455,43
SI3000146,2012,2010,True,0.6190962359874596,43
SI3000149,2012,2010,True,0.7051547378881005,43
SI3000155,2012,2010,True,0.6413356843193866,38
SI3000167,2012,2010,True,0.5568737059253096,34
SI3000166,2012,2010,True,0.5421806706055099,53
SI3000179,2012,2010,True,0.7602618483475178,65
SI3000150,2012,2010,True,0.7354842138923658,43
SE0540097,2011,2009,True,0.7014439882573985,23
SI3000185,2012,2010,True,0.7660408414511193,21
SI3000194,2012,2010,True,0.6840542747964409,64
SI3000197,2012,2010,True,0.7020059276154414,38
SI3000196,2012,2010,True,0.7364057090463844,34
SI3000201,2012,2010,True,0.5181606202936788,38
SI3000229,2012,2010,True,0.7426090329829458,38
SI3000220,2012,2010,True,0.501131385048224,43
SI3000231,2012,2010,True,0.6046626556170139,38
SI3000222,2012,2010,True,0.75048296291509,58
SI3000233,2012,2010,True,0.7294082259458466,60
SI3000172,2012,2010,True,0.4957454567604504,55
SI3000254,2012,2010,True,0.6484355594109769,24
SI3000260,2012,2010,True,0.6954395380824921,38
SI3000256,2012,2010,True,0.6186963249971432,38
SI3000257,2012,2010,True,0.5181572823534845,43
SI3000284,2012,2010,True,0.5650458487423548,38
SE0510006,2011,2009,True,0.4374106860117497,36
SE0410123,2011,2009,True,0.6025454963066519,33
SE0410128,2011,2009,True,0.3539501069800707,35
SE0420259,2011,2009,True,0.6392978919424707,24
SI3000285,2012,2010,True,0.5260190067681105,38
SI3000309,2015,2013,True,0.48745252450988674,45
SI3000280,2012,2010,True,0.6422032949822711,22
SI3000338,2015,2013,True,0.5567882476838353,70
SI3000335,2015,2013,True,0.6580131346577829,45
SE0540093,2011,2009,True,0.7168960889731423,23
SE0540088,2011,2009,True,0.34169065874312377,23
SI3000348,2015,2013,True,0.6434655789957894,45
SE0320231,2011,2009,True,0.40759419169725447,41
SE0230180,2011,2009,True,0.6145059305638764,20
SE0230187,2011,2009,True,0.6758994399092586,36
SE0210252,2011,2009,True,0.4026165095001059,27
SI3000011,2012,2010,True,0.6117805129697328,38
SI3000063,2012,2010,True,0.6944570936736187,43
SI3000062,2012,2010,True,0.6276209487264348,43
SI3000228,2012,2010,True,0.6038880297248391,64
SE0330068,2011,2009,True,0.16647002427198412,21
SE0420241,2011,2009,True,0.617143046847698,24
SE0310337,2011,2009,True,0.6376347403880587,29
SE0110005,2011,2009,True,0.32736453625663875,30
SE0110017,2011,2009,True,0.39376208333036977,39
SE0110020,2011,2009,True,0.6433921050765162,29
SE0110126,2011,2009,True,0.5392315541896848,20
SE0510034,2011,2009,True,0.6321024575607819,22
SE0110169,2011,2009,True,0.39554452663578626,39
SE0110174,2011,2009,True,0.4708786931174537,17
SE0110186,2011,2009,True,0.608249711880027,29
SE0110293,2011,2009,True,0.6998675378930171,37
SE0110315,2011,2009,True,0.6742138029720769,24
SE0110322,2011,2009,True,0.7274216656904142,29
SE0110355,2011,2009,True,0.5350260268932575,35
SE0110317,2011,2009,True,0.7942246372602076,25
SE0110325,2011,2009,True,0.5386034580294679,20
SE0210008,2011,2009,True,0.4462215331471442,27
SE0210217,2011,2009,True,0.5135551086572047,25
SE0210218,2011,2009,True,0.32186689872149743,17
LV0402200,2004,2002,True,0.5839135900634431,20
SE0210240,2011,2009,True,0.38546413660619455,27
SE0210266,2011,2009,True,0.6531945309704681,18
SE0210278,2011,2009,True,0.11818134389086686,27
SE0210290,2011,2009,True,0.6587726050613182,35
SE0210292,2011,2009,True,0.5637289763275092,27
SE0210293,2011,2009,True,0.49494647554797516,17
SE0210300,2011,2009,True,0.7268692675525702,35
SE0220020,2011,2009,True,0.16254748753588671,20
SE0220077,2011,2009,True,0.07307227189390808,39
SE0220145,2011,2009,True,0.08715087157941795,31
SE0220182,2011,2009,True,0.0444410414659988,39
SE0220226,2011,2009,True,0.7340511448409878,39
SE0220219,2011,2009,True,0.6353200097702404,31
SE0220345,2011,2009,True,0.5921643758755775,31
SE0220343,2011,2009,True,0.7281500144102964,31
SE0220346,2011,2009,True,0.7147494038762859,41
SE0220347,2011,2009,True,0.6800626870812293,41
SE0220408,2011,2009,True,0.5653143402128059,41
SE0220367,2011,2009,True,0.7065602575623484,23
SE0220440,2011,2009,True,0.6432456121347567,20
SE0230124,2011,2009,True,0.5279456312076867,23
SE0230137,2011,2009,True,0.498223972360362,34
SE0230130,2011,2009,True,0.7449612808664703,23
SE0230134,2011,2009,True,0.6260674316644064,31
SE0230147,2011,2009,True,0.5337522729820401,47
SE0230190,2011,2009,True,0.6558993685074263,23
SE0230160,2011,2009,True,0.7042086781382672,23
SE0230191,2011,2009,True,0.6049968541644039,31
SE0230223,2011,2009,True,0.6903037662335576,23
SE0230238,2011,2009,True,0.4695800455396653,40
SE0230254,2011,2009,True,0.6381715962845029,47
SE0230267,2011,2009,True,0.36956941872829635,23
SE0230269,2011,2009,True,0.6453024905973939,47
SE0230276,2014,2012,True,0.6357874197270703,70
SE0230291,2011,2009,True,0.5461906535357711,28
SE0230294,2011,2009,True,0.6585934215570044,20
SE0230306,2011,2009,True,0.722668171898611,27
SE0230314,2011,2009,True,0.651668234099894,44
SE0230326,2011,2009,True,0.7085935772934616,35
SE0230354,2011,2009,True,0.6183834465832093,31
SE0230397,2014,2012,True,0.7117809692252585,39
SE0240063,2011,2009,True,0.5962139121544887,47
SE0250005,2011,2009,True,0.34243846399409933,31
SE0250008,2011,2009,True,0.10704927181792219,39
SE0250009,2011,2009,True,0.2224878619752631,47
SE0250095,2011,2009,True,0.40103830987571454,31
SE0250145,2011,2009,True,0.14312182165152232,39
LV0412900,2004,2002,True,0.48394517385661845,46
LV0305000,2004,2002,True,0.6231050220480533,46
LV0305100,2004,2002,True,0.5871515108868083,59
LV0303400,2004,2002,True,0.5355247592857325,50
SE0310017,2011,2009,True,0.3527618905049419,22
SE0310206,2011,2009,True,0.6813907926960558,34
SE0310201,2011,2009,True,0.5302465664660551,34
SE0310219,2011,2009,True,0.49061623224524775,34
SE0310226,2011,2009,True,0.7170378742328941,46
SE0310318,2011,2009,True,0.6881200764488201,34
SE0310319,2011,2009,True,0.5600742511569642,46
SE0310323,2011,2009,True,0.665846545684543,23
SE0310331,2011,2009,True,0.580846754455204,23
SE0310345,2011,2009,True,0.6740748701554721,23
SE0310412,2011,2009,True,0.7003088011266237,23
SE0310416,2011,2009,True,0.5189517605892197,22
SE0310411,2011,2009,True,0.3476243534403402,23
SE0310409,2011,2009,True,0.4391165793372704,34
SE0310415,2011,2009,True,0.5280657963000084,22
SE0310413,2011,2009,True,0.681170240678665,46
SE0310512,2011,2009,True,0.5969306348774468,46
SE0310616,2011,2009,True,0.6535572900220763,22
SE0310727,2011,2009,True,0.5544727998058853,34
SE0310730,2011,2009,True,0.47299769578928746,36
SE0310733,2011,2009,True,0.3837903349206044,22
SE0310736,2011,2009,True,0.6931902265200377,34
SE0320040,2011,2009,True,0.11623907272445845,35
SE0320072,2011,2009,True,0.5583034286982906,44
SE0320105,2011,2009,True,0.345266742289222,34
SE0320101,2011,2009,True,0.03799036411300808,35
SE0320106,2011,2009,True,0.41318776698094783,23
SE0320110,2011,2009,True,0.7562010820320478,35
SE0320111,2011,2009,True,0.4580974197726006,23
SE0320112,2011,2009,True,0.6637442888155821,35
SE0320109,2011,2009,True,0.4051073413809039,35
SE0320133,2011,2009,True,0.6889843845633625,23
SE0320135,2011,2009,True,0.7719036555370369,23
SE0320132,2011,2009,True,0.6315509712569164,23
SE0320119,2011,2009,True,0.2274095463275997,44
SE0320131,2011,2009,True,0.6359249942883474,22
SE0320130,2011,2009,True,0.6909737475606105,46
SE0320128,2011,2009,True,0.5740788452734606,22
SE0320139,2011,2009,True,0.3148603428065388,35
SE0320144,2011,2009,True,0.4494668902596127,46
SE0320147,2011,2009,True,0.7086003142290973,46
SE0320148,2011,2009,True,0.6969534381894008,34
SE0320155,2011,2009,True,0.4127011665066288,35
SE0320156,2011,2009,True,0.36339411710509834,35
SE0320157,2011,2009,True,0.6112681518977451,35
SE0320179,2011,2009,True,0.5138798668765197,34
SE0320195,2011,2009,True,0.6818260742861452,35
SE0320197,2011,2009,True,0.6583391131270574,23
FI0409003,2015,2013,True,0.4712223860515163,64
SE0320198,2011,2009,True,0.5438978226750392,34
SE0320199,2011,2009,True,0.6002852958775456,35
SE0320205,2011,2009,True,0.6537481463702841,23
SE0320220,2011,2009,True,0.41958376737411396,35
SE0320223,2011,2009,True,0.534195951629738,23
SE0330022,2011,2009,True,0.7679493909984857,26
SE0330024,2011,2009,True,0.5258758293959661,21
SE0320227,2011,2009,True,0.47179359027615353,34
SE0540100,2011,2009,True,0.5718754469277738,23
SE0330038,2011,2009,True,0.44926114176954735,21
SE0330049,2011,2009,True,0.024004173401669066,21
SE0330036,2011,2009,True,0.30092783712773824,21
SE0330046,2011,2009,True,0.6232090351840439,21
SE0330021,2011,2009,True,0.7824928841578355,31
SE0330054,2011,2009,True,0.028381934482334,30
SE0330116,2011,2009,True,0.6266739315396461,21
SE0540311,2011,2009,True,0.6236207877283948,49
SE0330115,2011,2009,True,0.7752186875468385,21
SE0330125,2011,2009,True,0.7438748148316956,21
SE0510036,2011,2009,True,0.6217387002325871,22
SE0610190,2011,2009,True,0.3295659824451516,49
SE0330167,2011,2009,True,0.6854750520226459,32
SE0330141,2011,2009,True,0.7426334996428836,29
SE0330160,2011,2009,True,0.43118523386544777,32
SE0330140,2011,2009,True,0.7404913150283003,31
SE0330163,2011,2009,True,0.5191358786057344,21
SE0420250,2011,2009,True,0.7304263750378989,24
SE0420285,2011,2009,True,0.6710437497479912,24
SE0330200,2011,2009,True,0.8051902652856059,29
SE0410175,2011,2009,True,0.1457970374369611,21
SE0330192,2011,2009,True,0.5152161660817725,22
SE0330194,2011,2009,True,0.7609368464904633,28
SE0330205,2011,2009,True,0.5249487373780771,21
SE0330224,2011,2009,True,0.7258846461647777,30
SE0330206,2011,2009,True,0.5866088789503285,21
SE0330223,2011,2009,True,0.7115750879563473,30
SE0330222,2011,2009,True,0.7126391899347527,23
SE0330235,2011,2009,True,0.560641824134789,21
SE0330248,2011,2009,True,0.5642169596442993,40
SE0410192,2011,2009,True,0.71207028267485,24
SE0330219,2011,2009,True,0.6522497864562783,22
SE0510044,2011,2009,True,0.49725817167362185,22
SE0330262,2011,2009,True,0.6685542086524823,21
SE0330271,2011,2009,True,0.6494403325867736,31
SE0330267,2011,2009,True,0.5348098763152832,33
SE0330268,2011,2009,True,0.6425195655383289,21
SE0340023,2011,2009,True,0.04152223684090242,17
SE0340049,2011,2009,True,0.5708741130002793,17
SE0820618,2011,2009,True,0.3044995833543418,45
SE0340084,2011,2009,True,0.3873342276600226,34
LV0500900,2004,2002,True,0.4159699823344357,23
SE0410042,2011,2009,True,0.16821215049018556,21
SE0410055,2011,2009,True,0.47494749427996485,24
SE0410039,2011,2009,True,0.5808752775617676,31
SE0410062,2011,2009,True,0.3365056596735588,24
SE0410079,2011,2009,True,0.6828732285622544,33
SE0410080,2011,2009,True,0.6842152570078062,33
SE0410084,2011,2009,True,0.3513721400414147,21
SE0410085,2011,2009,True,0.5331053386510987,21
SE0410086,2011,2009,True,0.4003803595414104,21
SE0410071,2011,2009,True,0.43870214248302186,33
SE0410099,2011,2009,True,0.13867501375500274,21
SE0410105,2011,2009,True,0.5684853240059837,21
SE0410133,2011,2009,True,0.13362896851868422,33
SE0410083,2011,2009,True,0.6279629364909628,21
SE0410088,2011,2009,True,0.36983582378790647,33
SE0410114,2011,2009,True,0.34573416208517804,21
SE0410094,2011,2009,True,0.5018394616886718,21
SE0410112,2011,2009,True,0.4546627094018164,21
SE0410117,2011,2009,True,0.7000668698904852,33
SE0410126,2011,2009,True,0.7005449528937334,24
SE0410139,2011,2009,True,0.5708250976349025,24
SE0410134,2011,2009,True,0.10540375630168286,33
SE0410143,2011,2009,True,0.7385874464584531,24
SE0410145,2011,2009,True,0.712783485749504,24
SE0410148,2011,2009,True,0.6074447826044925,21
SE0410138,2011,2009,True,0.7303583109799834,24
SE0410132,2011,2009,True,0.5526761532203417,21
SE0410135,2011,2009,True,0.4699855405208203,28
SE0410144,2011,2009,True,0.6486656570849878,24
SE0410156,2011,2009,True,0.41339785689536657,24
SE0410162,2011,2009,True,0.6849403349233392,24
SE0410152,2011,2009,True,0.747610598892236,24
SE0410151,2011,2009,True,0.7107621957918395,21
SE0410160,2011,2009,True,0.6605114407329752,24
SE0410153,2011,2009,True,0.616474986205518,24
SE0410158,2011,2009,True,0.4315267386240836,33
SE0410161,2011,2009,True,0.685967045760752,24
SE0410164,2011,2009,True,0.6200599011773984,24
SE0410168,2011,2009,True,0.5140993182365695,44
SE0410167,2011,2009,True,0.484505432356687,35
SE0410163,2011,2009,True,0.08787909913140998,33
SE0410171,2011,2009,True,0.5926128944514262,33
SE0410173,2011,2009,True,0.5991735811588311,33
SE0410179,2011,2009,True,0.6612878888475425,21
SE0410177,2011,2009,True,0.7949121741805912,21
SE0410187,2011,2009,True,0.7258222002906433,24
SE0410196,2011,2009,True,0.6502151745819881,30
SE0410188,2011,2009,True,0.6558554357720935,24
SE0410191,2011,2009,True,0.4609805194480728,35
SE0410204,2011,2009,True,0.4037585279736229,21
SE0410197,2011,2009,True,0.5299014923727273,44
SE0410200,2011,2009,True,0.6886120956381543,44
SE0410206,2011,2009,True,0.07223090229351946,21
SE0410198,2011,2009,True,0.6099526423788392,33
SE0410207,2011,2009,True,0.7009863104824243,21
SE0410209,2011,2009,True,0.674430726033158,21
SE0410211,2011,2009,True,0.621915630734881,33
SE0410213,2011,2009,True,0.7079951347937672,21
SE0410210,2011,2009,True,0.7204476181515669,21
SE0410205,2011,2009,True,0.6297317704688566,21
SE0410214,2011,2009,True,0.6823186918734497,21
SE0410217,2011,2009,True,0.6287925454318868,21
SE0410220,2011,2009,True,0.6916347656791111,21
SE0410208,2011,2009,True,0.6471490905192426,21
SE0410218,2011,2009,True,0.7155140738090096,21
SE0410233,2011,2009,True,0.09524734581213679,24
SE0410229,2011,2009,True,0.7281096900085644,21
SE0410232,2011,2009,True,0.7326053036855906,21
SE0410238,2011,2009,True,0.7691514346619109,33
SE0410236,2011,2009,True,0.626681593225857,21
SE0410234,2011,2009,True,0.793001319228456,24
SE0420075,2011,2009,True,0.6013852850092534,24
SE0410264,2011,2009,True,0.7291609749690602,33
SE0420002,2011,2009,True,0.060544774977582025,36
SE0420106,2011,2009,True,0.7227202148047903,24
SE0420087,2011,2009,True,0.757492004729497,24
SE0420128,2011,2009,True,0.7719123581548826,24
SE0420130,2011,2009,True,0.6232337103553248,24
SE0420133,2011,2009,True,0.7268662856383277,24
SE0420134,2011,2009,True,0.5214231941955554,24
SE0420141,2011,2009,True,0.7444105910247405,24
SE0420179,2011,2009,True,0.4932110175199926,27
SE0420202,2011,2009,True,0.782402912369453,24
SE0420238,2011,2009,True,0.5660494173436007,24
SE0420154,2011,2009,True,0.7257737357619318,37
SE0420203,2011,2009,True,0.7633409144382872,24
SE0420240,2011,2009,True,0.33457800477171173,24
SE0420249,2011,2009,True,0.6318413656073937,24
SE0420235,2011,2009,True,0.46973243795477493,24
SE0420248,2011,2009,True,0.703524275533163,24
SE0420244,2011,2009,True,0.7160999380435874,24
SE0420252,2011,2009,True,0.766576918262991,24
SE0420204,2011,2009,True,0.7045890133305578,24
SE0420245,2011,2009,True,0.7309379378675874,24
SE0420254,2011,2009,True,0.6136456340981504,24
SE0420246,2011,2009,True,0.7097466097230449,24
SE0420262,2011,2009,True,0.5871401789946818,24
SE0420270,2011,2009,True,0.6616756127926137,24
SE0420272,2011,2009,True,0.7293083004946779,25
SE0420247,2011,2009,True,0.6806376867771927,24
SE0420274,2011,2009,True,0.19832582100526058,24
SE0420273,2011,2009,True,0.6573707946090179,25
