facility_id,End year,Start year,Summer only,EVI score,Number of images
COM00786.01,2010,2008,True,0.12516598481866956,34
COM00567.00,2016,2014,True,0.2743728641436815,40
COM00329.00,2016,2014,True,0.19235143200100008,70
COM00827.00,2007,2005,True,0.2878983385798619,53
COM01053.02,2018,2016,True,0.07912035079764193,49
COM00512.04,2002,2000,True,0.2290133323723593,66
COM01396.00,2004,2002,True,0.13406786689523983,37
COM00512.05,2002,2000,True,0.234285045849683,44
COM00544.02,2007,2005,True,0.10938008962516024,53
COM00789.00,2019,2017,True,0.11600164201558244,61
COM01183.00,2003,2001,True,0.5885388958679515,36
COM00331.00,2017,2015,True,0.3029588270735102,35
COM01028.03,2011,2009,True,0.6535492894238112,36
COM01028.01,2011,2009,True,0.44774080354172646,24
COM00290.00,2018,2016,True,0.3899675993927855,38
COM01028.02,2013,2011,True,0.2730844235045579,26
COM01045.00,2014,2012,True,0.6073738437137665,21
COM00809.00,2009,2007,True,0.6438900220383447,25
COM00565.00,2015,2013,True,0.06072607549868144,52
COM00723.00,2013,2011,True,0.20751657452336986,70
COM00364.00,2015,2013,True,0.23501901810027737,53
COM00791.00,2016,2014,True,0.5497323780119449,52
COM00793.01,2016,2014,True,0.5478559020930965,23
COM00793.02,2019,2017,True,0.36663476809428497,17
COM01049.04,2014,2012,True,0.6059846060095143,25
COM00319.00,2013,2011,True,0.18510150303042144,21
COM00999.00,2006,2004,True,0.1651812590019981,27
COM01015.01,2009,2007,True,0.03222301651437955,28
COM00244.00,2006,2004,True,0.24385676584351618,70
COM01053.01,2009,2007,True,0.0463544899196157,26
COM01348.00,2007,2005,True,0.30905789797125405,24
COM01112.00,2012,2010,True,0.49035043079945834,26
COM00960.00,2007,2005,True,0.608315137913329,34
COM01049.02,2010,2008,True,0.6041691551978631,19
COM01025.00,2012,2010,True,0.6258241508940798,13
COM01021.00,2010,2008,True,0.5995843674651475,15
COM01046.00,2011,2009,True,0.6370373226687538,13
COM01033.01,2009,2007,True,0.5587638769503854,17
COM01269.01,2007,2005,True,0.5949835761156106,10
COM01268.00,2009,2007,True,0.6320237010376317,14
COM00368.00,2012,2010,True,0.5637793482928414,10
COM01249.00,2013,2011,True,0.132071294668601,8
COM00777.00,2005,2003,True,0.34356505341762483,17
COM01299.01,2009,2007,True,0.559212168449796,15
COM01402.04,2007,2005,True,0.14545246737695713,33
COM00875.00,2023,2021,True,0.24557255520900276,36
COM00768.00,2023,2021,True,0.17558975867496585,36
COM01373.00,2023,2021,True,0.12401180177499982,67
COM01359.00,2023,2021,True,0.12265270110009173,34
COM00850.01,2023,2021,True,0.11772851580174311,42
COM00783.00,2023,2021,True,0.059340414771872144,44
COM00154.00,2023,2021,True,0.08672599894702585,43
COM00885.00,2023,2021,True,0.18661116063074018,30
COM01389.01,2023,2021,True,0.07360293376802306,51
COM01295.01,2023,2021,True,0.13742380734328327,41
COM00808.00,2023,2021,True,0.09640055058428744,29
COM00215.00,2023,2021,True,0.07584057696561554,70
COM00170.00,2023,2021,True,0.08226965076959965,44
COM00587.00,2023,2021,True,0.08054401829666408,38
COM00862.00,2023,2021,True,0.09685233680054729,46
COM00854.00,2023,2021,True,0.04799011960390001,63
COM00208.01,2023,2021,True,0.023264469461027285,42
COM00151.00,2023,2021,True,0.11644844758288479,34
COM00766.00,2023,2021,True,0.019582222672262756,21
COM01401.01,2023,2021,True,0.05962948888242523,39
COM00229.00,2023,2021,True,-0.09536749703800947,38
COM00230.01,2023,2021,True,-0.07624913009385743,31
COM00721.01,2023,2021,True,-0.02098435643612803,47
COM00352.00,2023,2021,True,0.043335910259771016,33
COM00558.01,2023,2021,True,0.04734604825906665,37
COM00354.01,2023,2021,True,0.01519485408500283,36
COM00354.02,2023,2021,True,0.011592012146555643,36
COM00354.03,2023,2021,True,0.034678868887559965,35
COM01278.01,2023,2021,True,-0.018918624018390718,61
COM00403.00,2023,2021,True,0.15647450242395325,59
COM00262.00,2023,2021,True,0.044682877846004915,39
COM00326.00,2023,2021,True,0.013603860678707865,33
COM00864.01,2023,2021,True,0.03841937769124002,47
COM01374.01,2023,2021,True,0.01702843473705475,60
COM01254.00,2023,2021,True,0.05936748900317612,69
COM00327.01,2023,2021,True,0.019442537061361086,45
COM00422.01,2023,2021,True,0.044534370373645264,64
COM00544.01,2023,2021,True,0.05165194124725205,34
COM00421.02,2023,2021,True,0.049732411128017726,70
COM00421.04,2023,2021,True,0.03931862861353385,33
COM00421.03,2023,2021,True,0.06469580248348383,32
COM00517.01,2023,2021,True,0.04452936538502966,35
COM00980.00,2023,2021,True,0.060344274139459864,34
COM00855.01,2023,2021,True,0.10494880050185637,57
COM01198.00,2023,2021,True,0.04042876990738514,48
COM00231.00,2023,2021,True,-0.04642822129319255,32
COM00436.00,2023,2021,True,0.024454123986445007,47
COM01201.00,2023,2021,True,0.009704816027536981,27
COM00638.00,2023,2021,True,0.061843030258672965,40
COM00054.00,2023,2021,True,0.042717100275320656,55
COM01310.00,2023,2021,True,0.07603341304527522,33
COM01117.00,2023,2021,True,0.055353076636031305,44
COM01329.03,2023,2021,True,0.02390426889227195,33
COM00962.01,2023,2021,True,0.12219138669728136,34
COM01255.00,2023,2021,True,0.07001798802198043,40
COM00890.01,2023,2021,True,0.020328422725632015,44
COM00615.01,2023,2021,True,0.06862632391937433,31
COM00283.00,2023,2021,True,0.05840057637550211,32
COM00050.00,2023,2021,True,0.19748474808648275,35
COM01366.00,2023,2021,True,0.023367399814177032,43
COM00123.00,2023,2021,True,0.05820243977229247,30
COM00830.00,2023,2021,True,0.0510522214250898,31
COM01300.00,2023,2021,True,0.20907735604718578,20
COM00250.01,2023,2021,True,0.1300327432725674,33
COM00751.00,2023,2021,True,0.08655774693031937,62
COM00648.00,2023,2021,True,0.15109282208759037,63
COM01102.00,2023,2021,True,0.10494868965779602,27
COM00649.00,2023,2021,True,0.1339203832627326,30
COM00651.00,2023,2021,True,0.17732584051069322,33
COM01273.00,2023,2021,True,0.11552901466612811,28
COM00698.00,2023,2021,True,0.18173817555344052,30
COM00051.00,2023,2021,True,0.2045237830550435,39
COM01209.00,2023,2021,True,0.1265637290852814,45
COM01258.00,2023,2021,True,0.17637127102934322,29
COM01039.00,2023,2021,True,0.4829917940212667,16
COM00086.01,2023,2021,True,0.3010692375015065,12
COM00977.00,2023,2021,True,0.3862866575351312,34
COM00779.00,2023,2021,True,0.10404600777790443,27
COM01040.01,2023,2021,True,0.3494249242316458,20
COM00016.00,2023,2021,True,0.20567003980129445,16
COM00009.02,2023,2021,True,0.49585254256069355,12
COM00009.01,2023,2021,True,0.31608689163396986,12
COM00748.03,2023,2021,True,0.19341621965197842,27
COM00748.01,2023,2021,True,0.14647644970089713,36
COM00748.04,2023,2021,True,0.14010161361335946,35
COM00291.00,2023,2021,True,0.2696487002257465,14
COM00396.00,2023,2021,True,0.2686924270803527,40
COM00417.01,2023,2021,True,0.16357217146497124,1
COM00586.00,2023,2021,True,-0.0008692151650954252,57
COM01052.01,2023,2021,True,nan,0
COM00746.01,2023,2021,True,0.18303192559678788,35
COM00150.00,2023,2021,True,0.20345200497925567,42
COM01061.01,2023,2021,True,0.18471951555877827,31
COM00333.00,2023,2021,True,0.20166061979242972,5
COM00625.00,2023,2021,True,0.1872693372459554,36
COM01138.00,2023,2021,True,0.09081536855152626,30
COM00269.00,2023,2021,True,0.05431293926762724,33
COM00008.00,2023,2021,True,0.11254262650131379,36
COM00971.01,2023,2021,True,0.05498876178621018,48
COM01123.01,2023,2021,True,0.2175102296653939,26
COM00018.00,2023,2021,True,0.26131033741928633,70
COM00954.01,2023,2021,True,0.1472218863789575,40
COM00383.00,2023,2021,True,0.07121204190588325,34
COM00778.00,2023,2021,True,0.2507311449065254,42
COM00990.01,2023,2021,True,0.1719910861400801,70
COM01418.03,2023,2021,True,0.0668833174777567,51
COM01418.02,2023,2021,True,0.04644258828630881,51
COM00696.00,2023,2021,True,0.11956735170333363,32
COM00338.00,2023,2021,True,0.13322301163697006,40
COM00815.00,2023,2021,True,0.6077657685817858,35
COM00263.03,2023,2021,True,0.48476521345765666,29
COM00795.01,2023,2021,True,0.4482187491055416,36
COM00164.00,2023,2021,True,0.13405221620185162,70
COM00790.00,2023,2021,True,0.17977624061351136,38
COM00425.00,2023,2021,True,0.4325684211793971,53
COM00325.00,2023,2021,True,0.46964097967387475,27
COM01302.01,2023,2021,True,0.4335440364259895,40
COM00177.00,2023,2021,True,0.41994954490956315,59
COM00109.00,2023,2021,True,0.45661461686753185,38
COM01253.00,2023,2021,True,0.18427126883106396,52
COM00906.00,2023,2021,True,0.04391821113309008,70
COM01107.01,2023,2021,True,0.044419968139582065,40
COM00015.00,2023,2021,True,0.05734941385525203,60
COM00705.00,2023,2021,True,0.1872757142811696,70
COM00146.00,2023,2021,True,0.0657289896071937,46
COM00264.00,2023,2021,True,0.14210864300997525,47
COM00163.00,2023,2021,True,0.07220560919301651,53
COM00072.00,2023,2021,True,0.2710122164703365,70
COM00627.01,2023,2021,True,0.08763845101956357,47
COM01402.06,2023,2021,True,0.18963329643196822,38
COM00386.00,2023,2021,True,0.28013179768316343,47
COM00317.01,2023,2021,True,0.19586823486389368,31
COM01402.10,2023,2021,True,0.16361522913377283,45
COM01147.00,2023,2021,True,0.17605657104250486,47
COM01402.01,2023,2021,True,0.21033645153856567,63
COM00627.05,2023,2021,True,0.20634177786210128,51
COM00298.00,2023,2021,True,0.20037581651009445,48
COM00672.02,2023,2021,True,0.27258635012983584,52
COM00655.00,2023,2021,True,0.13984862122153263,69
COM00799.00,2023,2021,True,0.11106940653571876,50
COM00672.01,2023,2021,True,0.2627944647128821,48
COM00690.00,2023,2021,True,0.2107838579473282,51
COM00786.01,2023,2021,True,0.009523027139726584,70
COM00567.00,2023,2021,True,0.19056803312001147,66
COM00329.00,2023,2021,True,0.1852810648455262,70
COM00827.00,2023,2021,True,0.2742233070433159,69
COM01053.02,2023,2021,True,0.012656506933730691,48
COM00512.04,2023,2021,True,0.20981443100299524,68
COM01396.00,2023,2021,True,0.09671656996673723,51
COM00512.05,2023,2021,True,0.29914628519381786,43
COM00544.02,2023,2021,True,0.06712271301139228,40
COM00789.00,2023,2021,True,0.044043121787149364,56
COM01183.00,2023,2021,True,0.35067118670175357,34
COM00331.00,2023,2021,True,0.33243254564414415,41
COM01028.03,2023,2021,True,0.22219006800299876,26
COM01028.01,2023,2021,True,0.20489756726537253,23
COM00290.00,2023,2021,True,0.38418232401874886,23
COM01028.02,2023,2021,True,0.41954216088069607,23
COM01045.00,2023,2021,True,0.16545656822392082,19
COM00809.00,2023,2021,True,0.46218555447338694,55
COM00565.00,2023,2021,True,0.06961200092525759,44
COM00723.00,2023,2021,True,0.2282602312788051,46
COM00364.00,2023,2021,True,0.20790572851051115,45
COM00791.00,2023,2021,True,0.464965945012151,50
COM00793.01,2023,2021,True,0.4401574944704673,16
COM00793.02,2023,2021,True,0.22482629220887812,16
COM01049.04,2023,2021,True,0.2632263808678343,20
COM00319.00,2023,2021,True,0.0846565081677998,30
COM00999.00,2023,2021,True,0.06862734941941923,31
COM01015.01,2023,2021,True,-0.017198275936298784,54
COM00244.00,2023,2021,True,0.18451823019056726,66
COM01053.01,2023,2021,True,0.04100687173476157,35
COM01348.00,2023,2021,True,0.41329771081572186,45
COM01112.00,2023,2021,True,0.24778066069063975,33
COM00960.00,2023,2021,True,0.28713038678803077,28
COM01049.02,2023,2021,True,0.3970056423142787,20
COM01025.00,2023,2021,True,0.3248498067768651,37
COM01021.00,2023,2021,True,0.3042139950760258,33
COM01046.00,2023,2021,True,0.3657175323640808,32
COM01033.01,2023,2021,True,0.32450768160842497,36
COM01269.01,2023,2021,True,0.4107161515149515,18
COM01268.00,2023,2021,True,0.27266641608311526,22
COM00368.00,2023,2021,True,0.4041714293854922,17
COM01249.00,2023,2021,True,0.1356191617036015,1
COM00777.00,2023,2021,True,0.3433851123496504,43
COM01299.01,2023,2021,True,0.3607117374394141,17
COM01402.04,2023,2021,True,0.15537067349952174,39
